titles,urls,ratings,n_favs,genres,authors
Spiral: Suiri no Kizuna,https://myanimelist.net/manga/534/Spiral__Suiri_no_Kizuna,7.95,,[],[]
Karakuri Circus,https://myanimelist.net/manga/868/Karakuri_Circus,7.95,,[],[]
Dragon Quest: Dai no Daibouken,https://myanimelist.net/manga/871/Dragon_Quest__Dai_no_Daibouken,7.95,,[],[]
Tengen Toppa Gurren Lagann,https://myanimelist.net/manga/1648/Tengen_Toppa_Gurren_Lagann,7.95,,[],[]
Crayon Shin-chan,https://myanimelist.net/manga/2435/Crayon_Shin-chan,7.95,,[],[]
Shiki,https://myanimelist.net/manga/3486/Shiki,7.95,,[],[]
Clannad: Tomoyo After,https://myanimelist.net/manga/3941/Clannad__Tomoyo_After,7.95,,[],[]
Eien no With,https://myanimelist.net/manga/4964/Eien_no_With,7.95,,[],[]
Seikai no Monshou,https://myanimelist.net/manga/5490/Seikai_no_Monshou,7.95,,[],[]
Subaru,https://myanimelist.net/manga/6888/Subaru,7.95,,[],[]
Hypnosis Mic: Division Rap Battle - side F.P & M,https://myanimelist.net/manga/118166/Hypnosis_Mic__Division_Rap_Battle_-_side_FP___M,7.95,,[],[]
Watashi no Shiawase na Kekkon,https://myanimelist.net/manga/118232/Watashi_no_Shiawase_na_Kekkon,7.95,,[],[]
Comic Showa-shi,https://myanimelist.net/manga/21040/Comic_Showa-shi,7.95,,[],[]
Shinohayu: the Dawn of Age,https://myanimelist.net/manga/56435/Shinohayu__the_Dawn_of_Age,7.95,,[],[]
Namaikizakari.,https://myanimelist.net/manga/67645/Namaikizakari,7.95,,[],[]
Kobayashi-san Chi no Maid Dragon,https://myanimelist.net/manga/80119/Kobayashi-san_Chi_no_Maid_Dragon,7.95,,[],[]
Be Blues! Ao ni Nare,https://myanimelist.net/manga/59519/Be_Blues_Ao_ni_Nare,7.94,,[],[]
Mahou Sensei Negima!,https://myanimelist.net/manga/15/Mahou_Sensei_Negima,7.94,,[],[]
Kobato.,https://myanimelist.net/manga/118/Kobato,7.94,,[],[]
Hatenkou Yuugi,https://myanimelist.net/manga/356/Hatenkou_Yuugi,7.94,,[],[]
Trinity Blood: Rage Against the Moons,https://myanimelist.net/manga/557/Trinity_Blood__Rage_Against_the_Moons,7.94,,[],[]
Shi ga Futari wo Wakatsu made,https://myanimelist.net/manga/1456/Shi_ga_Futari_wo_Wakatsu_made,7.94,,[],[]
Nabari no Ou,https://myanimelist.net/manga/1721/Nabari_no_Ou,7.94,,[],[]
Shakugan no Shana,https://myanimelist.net/manga/3074/Shakugan_no_Shana,7.94,,[],[]
Bartender,https://myanimelist.net/manga/3713/Bartender,7.94,,[],[]
L Change the WorLd,https://myanimelist.net/manga/8158/L_Change_the_WorLd,7.94,,[],[]
Moribito Series,https://myanimelist.net/manga/12070/Moribito_Series,7.94,,[],[]
Ruler of the Land,https://myanimelist.net/manga/16166/Ruler_of_the_Land,7.94,,[],[]
Super no Ura de Yani Suu Futari,https://myanimelist.net/manga/148467/Super_no_Ura_de_Yani_Suu_Futari,7.94,,[],[]
5-toubun no Hanayome,https://myanimelist.net/manga/103851/5-toubun_no_Hanayome,7.94,,[],[]
My Home Hero,https://myanimelist.net/manga/108032/My_Home_Hero,7.94,,[],[]
Hitori-tachi,https://myanimelist.net/manga/21651/Hitori-tachi,7.94,,[],[]
Iris Zero,https://myanimelist.net/manga/22044/Iris_Zero,7.94,,[],[]
Byousoku 5 Centimeter,https://myanimelist.net/manga/23419/Byousoku_5_Centimeter,7.94,,[],[]
Tetsugaku Letra,https://myanimelist.net/manga/30779/Tetsugaku_Letra,7.94,,[],[]
Oda Nobuna no Yabou,https://myanimelist.net/manga/31509/Oda_Nobuna_no_Yabou,7.94,,[],[]
Dr. Frost,https://myanimelist.net/manga/40345/Dr_Frost,7.94,,[],[]
Kyoukai no Kanata,https://myanimelist.net/manga/50117/Kyoukai_no_Kanata,7.94,,[],[]
Sword Art Online: Progressive,https://myanimelist.net/manga/52277/Sword_Art_Online__Progressive,7.94,,[],[]
Solo Leveling,https://myanimelist.net/manga/119184/Solo_Leveling,7.94,,[],[]
Witch of Mine,https://myanimelist.net/manga/120318/Witch_of_Mine,7.94,,[],[]
Ousama Ranking,https://myanimelist.net/manga/121544/Ousama_Ranking,7.94,,[],[]
One Piece Novel: A,https://myanimelist.net/manga/127114/One_Piece_Novel__A,7.94,,[],[]
Goblin Slayer Gaiden: Year One,https://myanimelist.net/manga/109608/Goblin_Slayer_Gaiden__Year_One,7.93,,[],[]
Haikyuu-bu!!,https://myanimelist.net/manga/119852/Haikyuu-bu,7.93,,[],[]
Yoru wa Mijikashi Aruke yo Otome,https://myanimelist.net/manga/122104/Yoru_wa_Mijikashi_Aruke_yo_Otome,7.93,,[],[]
Kimi to Tsuzuru Utakata,https://myanimelist.net/manga/128365/Kimi_to_Tsuzuru_Utakata,7.93,,[],[]
Gomashio to Pudding,https://myanimelist.net/manga/131807/Gomashio_to_Pudding,7.93,,[],[]
Unholy Blood,https://myanimelist.net/manga/131843/Unholy_Blood,7.93,,[],[]
Ren Zha Fanpai Zijiu Xitong,https://myanimelist.net/manga/132877/Ren_Zha_Fanpai_Zijiu_Xitong,7.93,,[],[]
Ame no Hi no Iris,https://myanimelist.net/manga/56923/Ame_no_Hi_no_Iris,7.93,,[],[]
Hellper,https://myanimelist.net/manga/61583/Hellper,7.93,,[],[]
Ookami Shounen wa Kyou mo Uso wo Kasaneru,https://myanimelist.net/manga/85802/Ookami_Shounen_wa_Kyou_mo_Uso_wo_Kasaneru,7.93,,[],[]
Takane to Hana,https://myanimelist.net/manga/87813/Takane_to_Hana,7.93,,[],[]
Aqua,https://myanimelist.net/manga/124/Aqua,7.93,,[],[]
Nousatsu Junkie,https://myanimelist.net/manga/164/Nousatsu_Junkie,7.93,,[],[]
Saver,https://myanimelist.net/manga/514/Saver,7.93,,[],[]
Mahoraba,https://myanimelist.net/manga/744/Mahoraba,7.93,,[],[]
Hana yori Dango,https://myanimelist.net/manga/877/Hana_yori_Dango,7.93,,[],[]
Black Jack ni Yoroshiku,https://myanimelist.net/manga/1668/Black_Jack_ni_Yoroshiku,7.93,,[],[]
Kiss yori mo Hayaku,https://myanimelist.net/manga/3872/Kiss_yori_mo_Hayaku,7.93,,[],[]
Kouya no Tenshidomo,https://myanimelist.net/manga/7024/Kouya_no_Tenshidomo,7.93,,[],[]
Little Busters!,https://myanimelist.net/manga/8677/Little_Busters,7.93,,[],[]
Sun-Ken Rock,https://myanimelist.net/manga/8848/Sun-Ken_Rock,7.93,,[],[]
½ Prince,https://myanimelist.net/manga/14064/½_Prince,7.93,,[],[]
Angel Beats!: Heaven's Door,https://myanimelist.net/manga/19671/Angel_Beats__Heavens_Door,7.93,,[],[]
Planetarian: Chiisana Hoshi no Yume,https://myanimelist.net/manga/20963/Planetarian__Chiisana_Hoshi_no_Yume,7.93,,[],[]
Black Lagoon,https://myanimelist.net/manga/22699/Black_Lagoon,7.93,,[],[]
Maoyuu Maou Yuusha,https://myanimelist.net/manga/28125/Maoyuu_Maou_Yuusha,7.93,,[],[]
Seireitsukai no Blade Dance,https://myanimelist.net/manga/34553/Seireitsukai_no_Blade_Dance,7.93,,[],[]
Soredemo Sekai wa Utsukushii,https://myanimelist.net/manga/41847/Soredemo_Sekai_wa_Utsukushii,7.93,,[],[]
Shokugeki no Souma,https://myanimelist.net/manga/45757/Shokugeki_no_Souma,7.93,,[],[]
No Game No Life,https://myanimelist.net/manga/48397/No_Game_No_Life,7.93,,[],[]
Niehime to Kemono no Ou,https://myanimelist.net/manga/95920/Niehime_to_Kemono_no_Ou,7.93,,[],[]
Maoujou de Oyasumi,https://myanimelist.net/manga/98639/Maoujou_de_Oyasumi,7.93,,[],[]
Tomo-chan wa Onnanoko!,https://myanimelist.net/manga/92149/Tomo-chan_wa_Onnanoko,7.92,,[],[]
Kekkai Sensen: Back 2 Back,https://myanimelist.net/manga/95964/Kekkai_Sensen__Back_2_Back,7.92,,[],[]
Asobi Asobase,https://myanimelist.net/manga/99678/Asobi_Asobase,7.92,,[],[]
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,https://myanimelist.net/manga/66433/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_Gaiden__Sword_Oratoria,7.92,,[],[]
Arte,https://myanimelist.net/manga/75929/Arte,7.92,,[],[]
Tokyo卍Revengers: Baji Keisuke kara no Tegami,https://myanimelist.net/manga/149751/Tokyo卍Revengers__Baji_Keisuke_kara_no_Tegami,7.92,,[],[]
Konjiki no Gash!! 2,https://myanimelist.net/manga/151815/Konjiki_no_Gash_2,7.92,,[],[]
Fukakai na Boku no Subete wo,https://myanimelist.net/manga/115217/Fukakai_na_Boku_no_Subete_wo,7.92,,[],[]
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,https://myanimelist.net/manga/130934/Otonari_no_Tenshi-sama_ni_Itsunomanika_Dame_Ningen_ni_Sareteita_Ken,7.92,,[],[]
All You Need Is Kill,https://myanimelist.net/manga/18511/All_You_Need_Is_Kill,7.92,,[],[]
Tomodachi no Hanashi,https://myanimelist.net/manga/24821/Tomodachi_no_Hanashi,7.92,,[],[]
Saiyaku wa Boku wo Suki Sugiru,https://myanimelist.net/manga/28631/Saiyaku_wa_Boku_wo_Suki_Sugiru,7.92,,[],[]
Owari no Chronicle,https://myanimelist.net/manga/33671/Owari_no_Chronicle,7.92,,[],[]
Kagerou Daze,https://myanimelist.net/manga/39625/Kagerou_Daze,7.92,,[],[]
Shin Petshop of Horrors,https://myanimelist.net/manga/462/Shin_Petshop_of_Horrors,7.92,,[],[]
Mx0,https://myanimelist.net/manga/616/Mx0,7.92,,[],[]
.hack//AI Buster,https://myanimelist.net/manga/955/hack__AI_Buster,7.92,,[],[]
07-Ghost,https://myanimelist.net/manga/1349/07-Ghost,7.92,,[],[]
New York New York,https://myanimelist.net/manga/4011/New_York_New_York,7.92,,[],[]
Hakkenden: Touhou Hakken Ibun,https://myanimelist.net/manga/5685/Hakkenden__Touhou_Hakken_Ibun,7.92,,[],[]
Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,https://myanimelist.net/manga/14127/Satougashi_no_Dangan_wa_Uchinukenai__A_Lollypop_or_A_Bullet,7.92,,[],[]
Bokura no Kiseki,https://myanimelist.net/manga/16686/Bokura_no_Kiseki,7.92,,[],[]
Ichigo Mashimaro,https://myanimelist.net/manga/371/Ichigo_Mashimaro,7.91,,[],[]
Kitchen no Ohimesama,https://myanimelist.net/manga/411/Kitchen_no_Ohimesama,7.91,,[],[]
Tenshi Kinryouku,https://myanimelist.net/manga/448/Tenshi_Kinryouku,7.91,,[],[]
V.B. Rose,https://myanimelist.net/manga/563/VB_Rose,7.91,,[],[]
Saishuu Heiki Kanojo,https://myanimelist.net/manga/773/Saishuu_Heiki_Kanojo,7.91,,[],[]
Sono Yubi dake ga Shitteiru,https://myanimelist.net/manga/892/Sono_Yubi_dake_ga_Shitteiru,7.91,,[],[]
Special A,https://myanimelist.net/manga/1271/Special_A,7.91,,[],[]
Mademoiselle Butterfly,https://myanimelist.net/manga/1895/Mademoiselle_Butterfly,7.91,,[],[]
Uragiri wa Boku no Namae wo Shitteiru,https://myanimelist.net/manga/1951/Uragiri_wa_Boku_no_Namae_wo_Shitteiru,7.91,,[],[]
Moe Kare!!,https://myanimelist.net/manga/1978/Moe_Kare,7.91,,[],[]
Kiichi!!,https://myanimelist.net/manga/3064/Kiichi,7.91,,[],[]
Kimi no Iru Machi,https://myanimelist.net/manga/8483/Kimi_no_Iru_Machi,7.91,,[],[]
Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer,https://myanimelist.net/manga/10429/Kara_no_Kyoukai__Mirai_Fukuin_-_The_Garden_of_Sinners_Recalled_Out_Summer,7.91,,[],[]
Baka to Test to Shoukanjuu,https://myanimelist.net/manga/12295/Baka_to_Test_to_Shoukanjuu,7.91,,[],[]
Zetsuen no Tempest,https://myanimelist.net/manga/15205/Zetsuen_no_Tempest,7.91,,[],[]
Tobaku Datenroku Kaiji: Kazuya-hen,https://myanimelist.net/manga/16659/Tobaku_Datenroku_Kaiji__Kazuya-hen,7.91,,[],[]
Out,https://myanimelist.net/manga/70557/Out,7.91,,[],[]
Kiba no Tabishounin: The Arms Peddler,https://myanimelist.net/manga/24450/Kiba_no_Tabishounin__The_Arms_Peddler,7.91,,[],[]
Kamisama ga Uso wo Tsuku.,https://myanimelist.net/manga/50217/Kamisama_ga_Uso_wo_Tsuku,7.91,,[],[]
Navillera: Like a Butterfly,https://myanimelist.net/manga/112245/Navillera__Like_a_Butterfly,7.91,,[],[]
Ginga no Shinanai Kodomotachi e,https://myanimelist.net/manga/115230/Ginga_no_Shinanai_Kodomotachi_e,7.91,,[],[]
Kimi to Natsu no Naka,https://myanimelist.net/manga/115365/Kimi_to_Natsu_no_Naka,7.91,,[],[]
Asper Kanojo,https://myanimelist.net/manga/118873/Asper_Kanojo,7.91,,[],[]
Kubo-san wa Mob wo Yurusanai,https://myanimelist.net/manga/122448/Kubo-san_wa_Mob_wo_Yurusanai,7.91,,[],[]
Sayonara Rose Garden,https://myanimelist.net/manga/122575/Sayonara_Rose_Garden,7.91,,[],[]
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 2-bu - Hon no Tame nara Miko ni Naru!,https://myanimelist.net/manga/122830/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_Dai_2-bu_-_Hon_no_Tame_nara_Miko_ni_Naru,7.91,,[],[]
Boku no Kokoro no Yabai Yatsu,https://myanimelist.net/manga/112807/Boku_no_Kokoro_no_Yabai_Yatsu,7.9,,[],[]
Odd Girl Out,https://myanimelist.net/manga/119521/Odd_Girl_Out,7.9,,[],[]
Hokuhokusei ni Kumo to Ike,https://myanimelist.net/manga/97179/Hokuhokusei_ni_Kumo_to_Ike,7.9,,[],[]
"Shuumatsu Nani Shitemasu ka? Mou Ichido dake, Aemasu ka?",https://myanimelist.net/manga/97643/Shuumatsu_Nani_Shitemasu_ka_Mou_Ichido_dake_Aemasu_ka,7.9,,[],[]
Kono Subarashii Sekai ni Shukufuku wo! Extra: Ano Orokamono ni mo Kyakkou wo!,https://myanimelist.net/manga/109014/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Extra__Ano_Orokamono_ni_mo_Kyakkou_wo,7.9,,[],[]
The Fable: The Second Contact,https://myanimelist.net/manga/142997/The_Fable__The_Second_Contact,7.9,,[],[]
Teenage Mercenary,https://myanimelist.net/manga/146966/Teenage_Mercenary,7.9,,[],[]
Roxana,https://myanimelist.net/manga/147454/Roxana,7.9,,[],[]
Dreaming Freedom,https://myanimelist.net/manga/147636/Dreaming_Freedom,7.9,,[],[]
Aishiteruze Baby★★,https://myanimelist.net/manga/55/Aishiteruze_Baby★★,7.9,,[],[]
W-Juliet,https://myanimelist.net/manga/58/W-Juliet,7.9,,[],[]
Hakushaku Cain Series,https://myanimelist.net/manga/885/Hakushaku_Cain_Series,7.9,,[],[]
"Densha Otoko: Net Hatsu, Kakueki Teisha no Love Story",https://myanimelist.net/manga/1158/Densha_Otoko__Net_Hatsu_Kakueki_Teisha_no_Love_Story,7.9,,[],[]
Kagen no Tsuki,https://myanimelist.net/manga/1267/Kagen_no_Tsuki,7.9,,[],[]
Deep Love: Pao no Monogatari,https://myanimelist.net/manga/3101/Deep_Love__Pao_no_Monogatari,7.9,,[],[]
Moon: Subaru Solitude Standing,https://myanimelist.net/manga/6889/Moon__Subaru_Solitude_Standing,7.9,,[],[]
Shinrei Tantei Yakumo: Akai Hitomi wa Shitteiru,https://myanimelist.net/manga/11089/Shinrei_Tantei_Yakumo__Akai_Hitomi_wa_Shitteiru,7.9,,[],[]
Bambino!,https://myanimelist.net/manga/11977/Bambino,7.9,,[],[]
Ao no Exorcist,https://myanimelist.net/manga/13492/Ao_no_Exorcist,7.9,,[],[]
Rockman Gigamix,https://myanimelist.net/manga/24302/Rockman_Gigamix,7.9,,[],[]
K Side:Red,https://myanimelist.net/manga/47030/K_Side_Red,7.9,,[],[]
Sousei no Onmyouji,https://myanimelist.net/manga/60511/Sousei_no_Onmyouji,7.9,,[],[]
Higurashi no Naku Koro ni Kai - Dai 1-wa: Meakashi-hen,https://myanimelist.net/manga/77571/Higurashi_no_Naku_Koro_ni_Kai_-_Dai_1-wa__Meakashi-hen,7.9,,[],[]
Donten ni Warau Gaiden,https://myanimelist.net/manga/80469/Donten_ni_Warau_Gaiden,7.9,,[],[]
New Game!,https://myanimelist.net/manga/62509/New_Game,7.89,,[],[]
Kamisu Reina Series,https://myanimelist.net/manga/67777/Kamisu_Reina_Series,7.89,,[],[]
Operation: True Love,https://myanimelist.net/manga/149101/Operation__True_Love,7.89,,[],[]
Mieruko-chan,https://myanimelist.net/manga/116790/Mieruko-chan,7.89,,[],[]
Maou no Musume wa Yasashisugiru!!,https://myanimelist.net/manga/121945/Maou_no_Musume_wa_Yasashisugiru,7.89,,[],[]
A Business Proposal,https://myanimelist.net/manga/134678/A_Business_Proposal,7.89,,[],[]
Ganbare! Nakamura-kun!!,https://myanimelist.net/manga/93695/Ganbare_Nakamura-kun,7.89,,[],[]
Fire Punch,https://myanimelist.net/manga/98270/Fire_Punch,7.89,,[],[]
Gekijouban Sword Art Online: Ordinal Scale,https://myanimelist.net/manga/103244/Gekijouban_Sword_Art_Online__Ordinal_Scale,7.89,,[],[]
Sachi-iro no One Room,https://myanimelist.net/manga/104829/Sachi-iro_no_One_Room,7.89,,[],[]
Maiko-san Chi no Makanai-san,https://myanimelist.net/manga/107239/Maiko-san_Chi_no_Makanai-san,7.89,,[],[]
Ouran Koukou Host Club,https://myanimelist.net/manga/20777/Ouran_Koukou_Host_Club,7.89,,[],[]
Oomuro-ke,https://myanimelist.net/manga/40481/Oomuro-ke,7.89,,[],[]
Gekkou,https://myanimelist.net/manga/44167/Gekkou,7.89,,[],[]
Battle Royale,https://myanimelist.net/manga/142/Battle_Royale,7.89,,[],[]
Hydra,https://myanimelist.net/manga/902/Hydra,7.89,,[],[]
Marie no Kanaderu Ongaku,https://myanimelist.net/manga/1766/Marie_no_Kanaderu_Ongaku,7.89,,[],[]
Clannad,https://myanimelist.net/manga/2598/Clannad,7.89,,[],[]
Shitsuji-sama no Okiniiri,https://myanimelist.net/manga/4470/Shitsuji-sama_no_Okiniiri,7.89,,[],[]
Hime-chan no Ribbon,https://myanimelist.net/manga/4998/Hime-chan_no_Ribbon,7.89,,[],[]
Rozen Maiden (2008),https://myanimelist.net/manga/7728/Rozen_Maiden_2008,7.89,,[],[]
Hetalia Axis Powers,https://myanimelist.net/manga/8878/Hetalia_Axis_Powers,7.89,,[],[]
Clover,https://myanimelist.net/manga/14568/Clover,7.89,,[],[]
Suzuka,https://myanimelist.net/manga/430/Suzuka,7.88,,[],[]
Houkago Hokenshitsu,https://myanimelist.net/manga/710/Houkago_Hokenshitsu,7.88,,[],[]
Kirihito Sanka,https://myanimelist.net/manga/1344/Kirihito_Sanka,7.88,,[],[]
Vampire Hunter D,https://myanimelist.net/manga/1360/Vampire_Hunter_D,7.88,,[],[]
Kieli: Shisha-tachi wa Kouya ni Nemuru,https://myanimelist.net/manga/3522/Kieli__Shisha-tachi_wa_Kouya_ni_Nemuru,7.88,,[],[]
½ Prince,https://myanimelist.net/manga/8456/½_Prince,7.88,,[],[]
Thomas no Shinzou,https://myanimelist.net/manga/9152/Thomas_no_Shinzou,7.88,,[],[]
Acid Town,https://myanimelist.net/manga/14498/Acid_Town,7.88,,[],[]
Restart wa Tadaima no Ato de,https://myanimelist.net/manga/127366/Restart_wa_Tadaima_no_Ato_de,7.88,,[],[]
Jinrui wo Metsubou sasete wa Ikemasen,https://myanimelist.net/manga/131703/Jinrui_wo_Metsubou_sasete_wa_Ikemasen,7.88,,[],[]
Vivy: Fluorite Eye's Song,https://myanimelist.net/manga/135396/Vivy__Fluorite_Eyes_Song,7.88,,[],[]
Chi.: Chikyuu no Undou ni Tsuite,https://myanimelist.net/manga/137939/Chi__Chikyuu_no_Undou_ni_Tsuite,7.88,,[],[]
Fairy Tail Zerø,https://myanimelist.net/manga/69903/Fairy_Tail_Zerø,7.88,,[],[]
Douluo Dalu,https://myanimelist.net/manga/72303/Douluo_Dalu,7.88,,[],[]
High School DxD DX,https://myanimelist.net/manga/87375/High_School_DxD_DX,7.88,,[],[]
Densetsu no Yuusha no Densetsu,https://myanimelist.net/manga/21658/Densetsu_no_Yuusha_no_Densetsu,7.88,,[],[]
Mayo Chiki!,https://myanimelist.net/manga/23192/Mayo_Chiki,7.88,,[],[]
Kimi ni Todoke,https://myanimelist.net/manga/23942/Kimi_ni_Todoke,7.88,,[],[]
Kyou no Kira-kun,https://myanimelist.net/manga/35035/Kyou_no_Kira-kun,7.88,,[],[]
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,https://myanimelist.net/manga/47957/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,7.88,,[],[]
Plastic Memories: Say to Good-bye,https://myanimelist.net/manga/90174/Plastic_Memories__Say_to_Good-bye,7.88,,[],[]
Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare,https://myanimelist.net/manga/91209/Gekijouban_Gintama__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare,7.88,,[],[]
Seishun Buta Yarou wa Bunny Girl-senpai no Yume wo Minai,https://myanimelist.net/manga/92182/Seishun_Buta_Yarou_wa_Bunny_Girl-senpai_no_Yume_wo_Minai,7.88,,[],[]
Tsuiraku JK to Haijin Kyoushi,https://myanimelist.net/manga/108639/Tsuiraku_JK_to_Haijin_Kyoushi,7.88,,[],[]
Zelda no Densetsu: Twilight Princess,https://myanimelist.net/manga/96581/Zelda_no_Densetsu__Twilight_Princess,7.87,,[],[]
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,https://myanimelist.net/manga/103925/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta,7.87,,[],[]
Sengoku Komachi Kuroutan: Noukou Giga,https://myanimelist.net/manga/107570/Sengoku_Komachi_Kuroutan__Noukou_Giga,7.87,,[],[]
Kusunoki Mebuki wa Yuusha de Aru,https://myanimelist.net/manga/108286/Kusunoki_Mebuki_wa_Yuusha_de_Aru,7.87,,[],[]
Yumi's Cells,https://myanimelist.net/manga/113095/Yumis_Cells,7.87,,[],[]
Otome Game Sekai wa Mob ni Kibishii Sekai desu,https://myanimelist.net/manga/116557/Otome_Game_Sekai_wa_Mob_ni_Kibishii_Sekai_desu,7.87,,[],[]
Isekai Ojisan,https://myanimelist.net/manga/120177/Isekai_Ojisan,7.87,,[],[]
"Ichido dake demo, Koukai Shitemasu.",https://myanimelist.net/manga/120716/Ichido_dake_demo_Koukai_Shitemasu,7.87,,[],[]
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,https://myanimelist.net/manga/121303/30-sai_made_Doutei_dato_Mahoutsukai_ni_Nareru_Rashii,7.87,,[],[]
Toorigakari ni One Point Advice shiteiku Type no Yankee,https://myanimelist.net/manga/124154/Toorigakari_ni_One_Point_Advice_shiteiku_Type_no_Yankee,7.87,,[],[]
Lucky☆Star,https://myanimelist.net/manga/587/Lucky☆Star,7.87,,[],[]
Tenshi ja Nai!!,https://myanimelist.net/manga/820/Tenshi_ja_Nai,7.87,,[],[]
Higurashi no Naku Koro ni: Himatsubushi-hen,https://myanimelist.net/manga/1261/Higurashi_no_Naku_Koro_ni__Himatsubushi-hen,7.87,,[],[]
Darren Shan,https://myanimelist.net/manga/6140/Darren_Shan,7.87,,[],[]
Shibatora,https://myanimelist.net/manga/7716/Shibatora,7.87,,[],[]
Ushio to Tora,https://myanimelist.net/manga/7747/Ushio_to_Tora,7.87,,[],[]
Ilegenes: Kokuyou no Kiseki,https://myanimelist.net/manga/10740/Ilegenes__Kokuyou_no_Kiseki,7.87,,[],[]
Koizora: Setsunai Koimonogatari,https://myanimelist.net/manga/11072/Koizora__Setsunai_Koimonogatari,7.87,,[],[]
Decoration Disorder Disconnection,https://myanimelist.net/manga/15486/Decoration_Disorder_Disconnection,7.87,,[],[]
Sarashi Asobi,https://myanimelist.net/manga/16034/Sarashi_Asobi,7.87,,[],[]
Inu x Boku SS,https://myanimelist.net/manga/17207/Inu_x_Boku_SS,7.87,,[],[]
Amayo no Tsuki,https://myanimelist.net/manga/142310/Amayo_no_Tsuki,7.87,,[],[]
Hanazakari no Kimitachi e: After School,https://myanimelist.net/manga/22103/Hanazakari_no_Kimitachi_e__After_School,7.87,,[],[]
Campione!,https://myanimelist.net/manga/32735/Campione,7.87,,[],[]
Flying Witch,https://myanimelist.net/manga/46258/Flying_Witch,7.87,,[],[]
The Stories of Those Around Me,https://myanimelist.net/manga/50003/The_Stories_of_Those_Around_Me,7.87,,[],[]
Oushitsu Kyoushi Heine,https://myanimelist.net/manga/75243/Oushitsu_Kyoushi_Heine,7.87,,[],[]
Ao Haru Ride: Awaken,https://myanimelist.net/manga/77239/Ao_Haru_Ride__Awaken,7.87,,[],[]
Kuroko no Basket: Extra Game,https://myanimelist.net/manga/83807/Kuroko_no_Basket__Extra_Game,7.87,,[],[]
High☆Speed!,https://myanimelist.net/manga/55867/High☆Speed,7.86,,[],[]
Rengoku ni Warau,https://myanimelist.net/manga/57249/Rengoku_ni_Warau,7.86,,[],[]
Narcissu,https://myanimelist.net/manga/63919/Narcissu,7.86,,[],[]
Gangsta:Cursed.: EP_Marco Adriano,https://myanimelist.net/manga/69015/Gangsta_Cursed__EP_Marco_Adriano,7.86,,[],[]
K: Lost Small World,https://myanimelist.net/manga/69399/K__Lost_Small_World,7.86,,[],[]
The Last: Naruto the Movie,https://myanimelist.net/manga/83257/The_Last__Naruto_the_Movie,7.86,,[],[]
Urara Meirochou,https://myanimelist.net/manga/86327/Urara_Meirochou,7.86,,[],[]
Black Clover,https://myanimelist.net/manga/86337/Black_Clover,7.86,,[],[]
